index,source,target,llama_fewshot
713,"ഇത് എന്റെ അച്ഛന്റെ ക്രിസ്മസ് ഭക്ഷണത്തിനായി വാങ്ങി, അവൻ ഇത് ഇഷ്ടപ്പെടുന്നു.",Bought this for my dad food Christmas and he loves it.,I bought this for my dad's Christmas dinner and he likes it.
714,തീ വലുതാണ്. വലിപ്പം ശരിക്കും മനോഹരമാണ്. വലുതല്ല. വ്യക്തത ശരിക്കും നല്ലതാണ്.,The fire is great. The size is really nice. Not to big. The clarity is really good.,The fire is big. The size is truly beautiful. Not big. The clarity is truly good.
715,"എന്റെ കുടുംബം എക്കോ/അലക്‌സയെ ഇഷ്ടപ്പെടുന്നു, പ്രത്യേകിച്ച് എന്റെ കുട്ടികൾ നിങ്ങൾക്ക് അലക്‌സയോട് എന്തും ചോദിക്കാം",My family love the Echo/Alexa specially my kids you can ask almost anything to Alexa,"My family loves Echo/Alexa, especially my kids, they can ask Alexa anything."
716,വളരെ മോടിയുള്ളതും എന്റെ 5 വയസ്സുള്ളവർക്ക് ഉപയോഗിക്കാൻ എളുപ്പവുമാണ്. വില ഒരു പ്ലസ് മാത്രമായിരുന്നു.,Very durable and easy for my 5yr old to use. The price was just a plus.,It is very bulky and easy for my 5-year-old to use. The price was just a plus.
717,ഈ ഇനം ഇഷ്ടപ്പെടുക. എന്റെ പ്രിയപ്പെട്ട സംഗീതവും ഷോകളും പ്ലേ ചെയ്യുന്നു. ട്രാഫിക്കും കാലാവസ്ഥയും അപ് ടു ഡേറ്റ് ചെയ്യാം.,Love this item. Plays my favorite music and shows. Can get up to date traffic and weather.,I really like this type. My favorite music and shows play. I can update traffic and weather.
718,ഫയർ ടിവി എന്റെ ജീവിതം മാറ്റിമറിച്ചു! ഈ യൂണിറ്റ് ഗംഭീരമാണ്. ഞാൻ അത് തികച്ചും ഇഷ്ടപ്പെടുന്നു.,Fire TV changed my life! This unit is awesome. I absolutely love it.,Fire TV completely changed my life! This unit is amazing. I absolutely love it.
719,"എന്റെ ഭാര്യ തനിക്കായി ഇത് വാങ്ങി, ഇഷ്ടപ്പെട്ടു. രണ്ടു മാസമായി അത് ഉണ്ട്",my wife bought this for herself and loves it. has had it for two months,My wife bought this for herself and she likes it. It has been two months now.
720,മുൻ മോഡലുകളെ അപേക്ഷിച്ച് നിരവധി മെച്ചപ്പെടുത്തലുകൾ. പുതിയ പേജ് ടേൺ ഫീച്ചർ ഇഷ്ടപ്പെടുന്നു.,So many improvements over previous models. Love the new page turn feature.,Several improvements over the previous models. I like the new page turn feature.
721,"എന്റെ മുറിയിൽ ടിവി നന്നായി കാണപ്പെടുന്നു, അതിനാൽ എനിക്ക് നല്ല വീഡിയോകൾ ഞാൻ കാണും! !",Tv look good in my room so I kind see videos thats good for me! !,"My room has a great TV, so I get to watch good videos!"
722,"ഉപയോഗിക്കാൻ എളുപ്പമാണ്, ധാരാളം സവിശേഷതകൾ, കുട്ടികൾക്ക് താൽപ്പര്യം നിലനിർത്തുന്നു, നല്ല തുടക്കക്കാരനായ ടാബ്‌ലെറ്റ് യൂണിറ്റ്","Easy to use, lots of features, keeps kids interested, good beginner tablet unit","It is easy to use, has many features, keeps kids interested, good starting tablet unit."
723,"എന്റെ ചെറുമകൾക്കായി ഇത് വാങ്ങുക, പഠനത്തിനായി നിരവധി മികച്ച കുട്ടികളുടെ ആപ്പ് അവൾ ഇഷ്ടപ്പെടുന്നു",Purchase it for my granddaughter and she love it many great children's app for learning,"Buy this for my granddaughter, she loves the many great kids learning apps for education."
724,വലിയ മേശ. സത്യത്തിൽ ഞാനിപ്പോൾ ഈ അവലോകനം ടൈപ്പ് ചെയ്യുകയാണ്,Great table. In fact t am typing this review with it now,"Large table. Honestly, I am typing this review right now."
725,ഈ ഉപകരണം ഉപയോക്തൃ സൗഹൃദമാണ്. ഇത് എളുപ്പത്തിൽ കൊണ്ടുപോകുന്നു. തിരഞ്ഞെടുക്കാൻ നിരവധി അത്ഭുതകരമായ ആപ്പുകൾ ഉണ്ട്. വില അതിശയകരമാണ്! സാന്തയ്ക്ക് കൊണ്ടുവരാൻ ഒരു മികച്ച സമ്മാനം !!!!!,This device is user friendly. It is easily transported. There are many wonderful apps to choose from. The price is fabulous!A great gift for Santa to bring!!!!!,This device is user-friendly. It's easy to carry around. There are many amazing apps to choose from. The price is unbelievable! A great gift to bring to Santa!!!!!!
726,"ഞാൻ ഇതുവരെ ഈ ഇ-റീഡറിനെ സ്നേഹിക്കുന്നു. ഇതുവരെ ഇത് പുറത്ത് ഉപയോഗിച്ചിട്ടില്ല, പക്ഷേ ലൈറ്റിംഗ് വളരെ മികച്ചതായി തോന്നുന്നു. അടുത്ത ആഴ്‌ച ഞാൻ ഇത് അവധിക്ക് എടുക്കുകയാണ്, ദൈർഘ്യമേറിയ ഫ്ലൈറ്റുകൾക്കും കാത്തിരിപ്പുകൾക്കും ഇത് എന്റെ ലൈഫ് സേവർ ആയിരിക്കും. (ഇതൊരു ഹെഡ്‌ഫോൺ ജാക്കും ഓഡിയോ ഓപ്ഷനും ഉണ്ടായിരുന്നെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു)","I'm so far loving this e-reader. Haven't used it outside yet, but the lighting seems really good. I'm taking it on vacation next week, it will be my lifesaver for long flights and waits. (I only wish it had a headphone jack and audio option)","I have been loving this e-reader so far. It has not been used yet, but the lighting is very good. I will be taking it on my next vacation, it will be my lifesaver for long flights and waiting times. (It would be great if it came with a headphone jack and audio options)"
727,എനിക്ക് ഇത് വളരെ ഇഷ്ടമാണ് നല്ല ഉൽപ്പന്നം. ഞാൻ എല്ലാ ദിവസവും ഉപയോഗിച്ചു,I like it very much good product . I used every day,I really like this product. It's a good product. I use it every day.
728,"ഇത് എന്റെ രണ്ടാമത്തെ കിൻഡിൽ ആണ്, എനിക്കിത് ഇഷ്ടമാണ്. ഇത് ഭാരം കുറഞ്ഞതും ലളിതവും വേഗതയേറിയതുമാണ്. ഇത് യാത്രകൾക്ക് സൗകര്യപ്രദമാണ്, ഭാരം കൂടാതെ എന്റെ ബാഗിൽ ഫിറ്റ് ചെയ്യുന്നു.","This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.","This is my second Kindle and I love it. It's lightweight, easy to use, and fast. It's great for travel, it's lightweight and fits perfectly in my bag."
729,"മരുമകനുള്ള ക്രിസ്മസ് സമ്മാനമായി ഇത് വാങ്ങി, അയാൾക്ക് തന്റെ ടാബ്‌ലെറ്റ് ഇഷ്ടമാണ്. അവന്റെ അമ്മ ഇപ്പോൾ അതിനെ കൂടുതൽ ഇഷ്ടപ്പെടുന്നു, അയാൾക്ക് അതിൽ കുറച്ച് ഗെയിമുകൾ കളിക്കാൻ കഴിയും. ടാബ്‌ലെറ്റ് വളരെ ഭാരമുള്ളതല്ല, നിങ്ങളുടെ നിക്ഷേപം സംരക്ഷിക്കാൻ ഒരു സംരക്ഷണ കെയ്‌സ് ഇടുക.","Purchased this as a christmas gift for nephew, he loves his tablet. His mom loves it even more now that he can play some games on it. Tablet is not too heavy, just put a protective case to protect your investment.","My brother-in-law bought this as a Christmas gift for my brother, and he loves it. His mom now likes it even more, as he can play a few games on it. The tablet is not heavy, and it comes with a protective case to safeguard your investment."
730,എനിക്ക് ഈ ടാബ്‌ലെറ്റ് ഇഷ്ടമാണ്. നിങ്ങൾ ആഗ്രഹിക്കുന്നതെല്ലാം അത് ചെയ്യുന്നു. വലിയ വിലയ്ക്കും!,I love this tablet. It does everything you want it to. And for a great price!,I really like this tablet. It does everything you want it to. And it's worth the big price!
731,"എനിക്ക് പണ്ടോറ, ഐഹാർട്ട് റേഡിയോ, ആമസോൺ മ്യൂസിക് തുടങ്ങിയവ പ്ലേ ചെയ്യാൻ കഴിയും എക്കോ വഴി ഞാൻ അലക്‌സയെ സ്നേഹിക്കുന്ന ദീർഘകാലമായി ഞാൻ വാങ്ങിയ മികച്ച ഇലക്ട്രോണിക് ആണിത്... ശബ്‌ദം മികച്ചതാണ്, വോയ്‌സ് കൺട്രോൾ വലിയ പ്ലസ് ആണ്","This is the best electronic that I have bought in a longtime I love Alexa by echo I can play Pandora, iheart radio, Amazon music etc... The sound is great and the voice control is a big plus","I love Pandora, iHeartRadio, Amazon Music, etc. I've had Alexa for a long time and it's the best electronic I've ever bought... the sound is great, voice control is huge plus"
732,"ഞാൻ ഇത് എന്റെ കൊച്ചുമകൾക്ക് വാങ്ങി, അതിനാൽ അവൾക്ക് സിനിമ കാണാനും ഗെയിമുകൾ കളിക്കാനും കഴിയും. അവൾ അത് ഇഷ്ടപ്പെടുകയും അവൾ പോകുന്നിടത്തെല്ലാം കൊണ്ടുപോകുകയും ചെയ്യുന്നു. ഇത് ഒരു ലീപ്പ് പാഡിനേക്കാൾ മികച്ചതാണ്, അത് അവളോടൊപ്പം വളരും.",I bought this for my granddaughter so she could have it to watch movies and play games. She loves it and takes it everywhere she goes. It is way better than a leap pad and it can grow with her.,"I bought this for my little niece, so she can watch movies and play games. She loves it and takes it with her wherever she goes. It's better than a Leap Pad, as it will grow with her."
733,"എന്റെ മകന് വാക്വമിംഗ് ജോലിയുണ്ട്. അവൻ തന്റെ പുതിയ കളിപ്പാട്ടം ഇഷ്ടപ്പെടുന്നു! ഇത് ഭാരം കുറഞ്ഞതാണ്, അത് സ്വയം 'നടക്കാൻ' തോന്നുന്നു.",My son has the vacuuming chore. He loves his new toy! It is light and seems to 'walk' itself.,"My son has a vacuum job. He loves his new game! It's lightweight, it feels like it's walking on its own."
734,"ഫയർ ടാബ്‌ലെറ്റ് താങ്ങാനാവുന്ന വില മാത്രമല്ല, കുട്ടികൾക്കുള്ള മികച്ച സാങ്കേതിക വിദ്യയാണ്. പുസ്തകങ്ങളുടെയും ഗെയിമുകളുടെയും തിരഞ്ഞെടുപ്പ് വളരെ മികച്ചതാണ്.","The Fire Tablet is not only affordable, but a great piece of technology for choldren. The selection of books and games are very good.","The Fire Tablet is not only affordable, but it's also the best technology for kids. The selection of books and games is very good."
735,വിലയ്ക്ക് നല്ല ടാബ്‌ലെറ്റ്. ഉപയോഗിക്കാനും മനസ്സിലാക്കാനും വളരെ എളുപ്പമാണ്.,Nice tablet for the price. Very easy to use and understand.,Good tablet for the price. Very easy to use and understand.
736,"എന്റെ ഭാര്യയെ ശല്യപ്പെടുത്താതിരിക്കാൻ രാത്രി വെളിച്ചമില്ലാതെ രാത്രിയിൽ വായിക്കാനാണ് ഞാൻ ഇത് പ്രധാനമായും വാങ്ങിയത്. അതിനും സാധാരണ വായനാ സാഹചര്യങ്ങൾക്കും ഇത് തികച്ചും അനുയോജ്യമാണ്. യഥാർത്ഥ പുസ്തകങ്ങളിൽ നിന്ന് മാറാൻ ഞാൻ പരിഭ്രാന്തനായിരുന്നു, പക്ഷേ ആദ്യം വിചാരിച്ചത്ര മോശമായിരുന്നില്ല.","I bought this primarily for reading at night without a nightlight as to not disturb my wife. It has been perfect for that and normal reading conditions. I was nervous to move away from actual books, but it has not been as bad as I initially thought.","I bought this mainly to read at night without disturbing my wife, and it's also suitable for normal reading situations. I was hesitant to switch from real books, but it wasn't as bad as I thought it would be."
737,"കുട്ടികൾക്ക് അനുയോജ്യമാണ്. വായന, ഇന്റർനെറ്റ്, നെറ്റ്ഫ്ലിക്സ്, ഗെയിമുകൾ","perfect for kids. reading, internet, Netflix, and games","It is suitable for kids. Reading, internet, Netflix, games."
738,എല്ലാ ദിവസവും ഈ കാര്യം മെച്ചപ്പെടുന്നു! മികച്ച സ്പീക്കർ നിലവാരവും ശബ്ദവും. അനുദിനം വളരുന്ന കമാൻഡുകളുടെയും ഫംഗ്‌ഷനുകളുടെയും ലിസ്റ്റ് താൽപ്പര്യവും ഉപയോഗക്ഷമതയും ഉറപ്പ് നൽകുന്നു!,everyday this thing gets better! Great speaker quality and sound. The ever growing list of commands and functions ensure lagging interest and usability!,Every day this thing gets better! Great speaker quality and sound. The list of daily growing commands and functions ensures interest and usability!
739,"എന്റെ കുട്ടികൾ അവർ ആഗ്രഹിക്കുന്ന സമയത്ത് അവരുടെ പ്രോഗ്രാമുകൾ കാണുന്നത് ഇഷ്ടപ്പെടുന്നു, കൂടാതെ ഞങ്ങൾക്ക് പ്രോഗ്രാമുകളൊന്നും നഷ്‌ടപ്പെടുത്തേണ്ടതില്ല, സമയം കിട്ടുമ്പോൾ ഞങ്ങൾക്ക് അവ കാണാനാകും, ഞാൻ കൊണ്ടുവന്ന മികച്ച വാങ്ങൽ.","My kids love it they watch their programs when they want and also we don t have to miss any programs also we can watch them when ever we have time, best purchase I have brought.","My kids love watching their programs at the time they want, and we don't have to worry about losing any programs, we can watch them whenever we have time, it was a great buy."
740,"എനിക്ക് പ്രത്യേകിച്ച് വേരിയബിൾ ലൈറ്റിംഗ് ഇഷ്ടമാണ്, അത് രാത്രിയിൽ ബാഹ്യ വെളിച്ചം ഇല്ലാതെ അല്ലെങ്കിൽ ഏറ്റവും തിളക്കമുള്ള ഔട്ട്ഡോർ ലൈറ്റിൽ വായിക്കാൻ അനുവദിക്കുന്നു.",I especially like the variable lighting which allows me to read at night without any external light or in the brightest outdoor light.,"I particularly like the variable lighting, it allows me to read at night without external light or in the brightest outdoor light."
741,ഇതൊരു മികച്ച വായനക്കാരനാണ് കൂടാതെ ധാരാളം പുതിയ സവിശേഷതകളുമുണ്ട്. കിൻഡിൽ പേപ്പർ വൈറ്റിനൊപ്പം പോകുക.,This is a great reader and has lots of new features. Go with Kindle Paperwhite.,"It is a great reader, plus it has many new features. It goes well with Kindle Paperwhite."
742,"ഞാൻ വർഷങ്ങളോളം ഒരു നൂക്ക് റീഡർ ഉപയോഗിച്ചു, പക്ഷേ എനിക്ക് എന്തെങ്കിലും ആവശ്യമുള്ളപ്പോൾ ഉപഭോക്തൃ സേവനമൊന്നും ലഭിച്ചില്ല. കിൻഡിൽ ഉപഭോക്തൃ സേവനം യഥാർത്ഥത്തിൽ ഫസ്റ്റ് ക്ലാസ് ആണ് കൂടാതെ റീഡർ ഒരു ഗുണനിലവാരമുള്ള ഇനമാണ്.",I used a Nook reader for several years but got no customer service when I needed anything. The Kindle customer service is truly first class and the reader is a quality item.,"I have used a Kindle reader for years, but whenever I needed customer service, I never got any. The Kindle customer service is truly first class, and the reader is a high-quality product."
743,പ്രോസസർ വളരെ വേഗതയുള്ളതും നന്നായി പ്രതികരിക്കുന്നതുമാണ്.,The processor is much faster and is pretty responsive.,The processor is very fast and responds well.
744,"ബൂ ഹൂ എന്നതിനാൽ ഇതിന് ശരാശരി റേറ്റിംഗ് നൽകുന്നു, ഇത് എങ്ങനെ പ്രവർത്തിക്കുമെന്ന് ഞാൻ ഇതുവരെ കണ്ടെത്തിയിട്ടില്ല. ഇത് പ്രതികരിക്കുന്നു, പക്ഷേ എന്റെ ഏതെങ്കിലും ചോദ്യങ്ങൾക്കോ ​​അഭ്യർത്ഥനകൾക്കോ ​​ഉത്തരം ഉള്ളതായി തോന്നുന്നില്ല. ശരിയായ വയർലെസ് ഉറവിടത്തിലേക്ക് അതിനെ ബന്ധിപ്പിക്കുന്ന കാര്യം മാത്രമായിരിക്കണം ഇത്. ഇതുവരെ ഞാൻ അത് മനസ്സിലാക്കിയിട്ടില്ല. എന്നിരുന്നാലും ഞാൻ ആകാംക്ഷയിലാണ്! ഞാൻ സാങ്കേതികമായി വളരെയധികം വെല്ലുവിളി നേരിടുന്ന ആളാണെന്ന് ഞാൻ ഊഹിക്കുന്നു.","Giving it an average rating because boo hoo, I haven't figured out how to make it work yet. It responds but doesn't seem to have answers to any of my queries or requests. It must be just a matter of connecting it to a proper wireless source. So far I haven't figured it out. I am eager to however! I guess I am just too technologically challenged.","I give it a mediocre rating because I haven't figured out how it works yet. It responds, but it doesn't seem to answer any of my questions or requests. It should only connect to the right wireless source. I haven't figured that out yet. However, I'm eager! I'm a technically challenged person."
745,ഒരേ നിലയിലെ ഏത് മുറിയിൽ നിന്നും പ്രതിധ്വനിപ്പിക്കാൻ കഴിയും ശബ്ദം മികച്ചതാണ്,Sound is great can talk to echo from any room on same floor,"The sound is great, it can be heard from the same level room."
746,"ഞങ്ങളുടെ കുട്ടികൾക്കായി ഞങ്ങൾ അവ വാങ്ങി, പക്ഷേ ഞങ്ങൾക്കും കളിക്കാൻ അവ മതിയാകും",We bought them for our kids but they are good enough for us to play too,"We bought them for our kids, but they're also fun for us to play with."
747,"ഞാൻ ഇത് എന്റെ 21 മാസം പ്രായമുള്ള മകൾക്ക് വാങ്ങി, അവൾ ഇത് എങ്ങനെ ഉപയോഗിക്കണമെന്ന് ഇതിനകം പഠിച്ചു. ഒരേ സമയം അവളെ തിരക്കിലും നിശബ്ദതയിലും നിലനിർത്താൻ എത്ര മികച്ച മാർഗം. നന്ദി",I bought this for my 21 month old daughter and she has already learned how to use it. What a great way to keep her busy and quiet at the same time. Thanks,"I bought this for my 21-month-old daughter, she already knows how to use it. It's the best way to keep her entertained and quiet at the same time. THANKS"
748,"മികച്ച ഡിസൈൻ, മാന്യമായ റിമോട്ട്, 4k പിന്തുണ, ടൺ കണക്കിന് ആപ്പ് പിന്തുണ, ഇഥർനെറ്റ് പിന്തുണ, ഞാൻ ഇത് ഇഷ്ടപ്പെടുന്നു!","Great design, decent remote, 4k support, tons of app support, ethernet support, I love it!","I really like the great design, the nice remote, 4k support, a ton of app support, and Ethernet support!"
749,"അത് നിങ്ങൾ വിചാരിക്കുന്നത് തന്നെ ആയിരിക്കും. കൂടുതലില്ല, കുറവില്ല...യാത്രയ്‌ക്കും ബാക്ക്‌പാക്കിംഗിനും അനുയോജ്യമായ ഒരു ഇ-റീഡർ.","It's exactly what you'd think it would be. No more, no less...a perfect e-reader for traveling and backpacking.","It is exactly what you would expect. Nothing more, nothing less...a perfect e-reader for travel and back packing."
750,"ആമസോൺ എക്കോ വാങ്ങുന്നതിൽ ഞാൻ ആവേശഭരിതനായിരുന്നു, പക്ഷേ ഏകദേശം 2 ആഴ്‌ചയ്‌ക്ക് ശേഷം എനിക്ക് അത് ലഭിച്ചപ്പോൾ എനിക്ക് അത് തിരികെ നൽകേണ്ടിവന്നു, കാരണം അലക്‌സാ ഞാൻ പറഞ്ഞത് കേൾക്കുകയോ ഞാൻ ചോദിച്ചത് മനസ്സിലാക്കുകയോ ചെയ്തില്ല.",I was excited about purchasing the Amazon echo but when I received it after about 2 weeks I had to return it because a lot of times Alexa did not hear me or understand what I asked.,"I was really excited about buying Amazon Echo, but after about 2 weeks when I got it, I had to return it because Alexa wouldn't listen to what I said or understand my questions."
751,എനിക്ക് പറയാനുള്ളത് കൊള്ളാം. ഇത് ശരിക്കും നല്ല ബോക്സാണ്. ഞാൻ അത് ശുപാർശ ചെയ്യും.,All I can say is wow. This is a really nice box. I would recommend it.,I have to say. This is a great box. I will recommend it.
752,ഞാൻ ദിവസവും ഉപയോഗിക്കുന്ന ഒരു മികച്ച സ്ട്രീമിംഗ് ഉപകരണം.,A great streaming device that I use on a daily basis.,I use this as a great streaming device every day.
753,ടാബ്‌ലെറ്റിലും വലുപ്പത്തിലും വ്യക്തതയിലും ഞാൻ തൃപ്തനായിരുന്നു!!,I was satisfied with tablet and size and clarity!!,I am completely satisfied with the tablet in terms of size and clarity!!
754,"ഇതുവരെ എന്റെ ടാബ്‌ലെറ്റിൽ എനിക്ക് പ്രശ്‌നങ്ങളൊന്നും ഉണ്ടായിട്ടില്ല, എന്നിരുന്നാലും അതിന്റെ എല്ലാ കഴിവുകളും ഞാൻ പൂർണ്ണമായി ഉപയോഗിച്ചിട്ടില്ലെന്ന് ഞാൻ സമ്മതിക്കുന്നു.","So far I have had no issues with my tablet, although I admit I have not fully used all its capabilities.","I have not had any problems with my tablet so far, but I must admit that I haven't used all of its features yet."
755,വീട്ടിലെ മൃതദേഹങ്ങളിൽ താമസിക്കുന്നതിനുള്ള മികച്ച കൂട്ടാളിയാണിത്. വളരെ വിജ്ഞാനപ്രദവും സഹായകരവും വിനോദപ്രദവുമാണ്. ഒറ്റയ്ക്ക് നിൽക്കുന്ന യൂണിറ്റിന് സ്പീക്കർ നല്ലതാണ്.,"This is the perfect companion for stay at home bodies. Very informative, helpful and entertaining. The speaker is good for a stand alone unit.","It is the best companion for living with corpses at home. It is very informative, helpful, and entertaining. The speaker for the solo unit is good."
756,"ഞാൻ ഇത് എന്റെ അമ്മയ്ക്ക് സമ്മാനമായി വാങ്ങി, അവൾ ഇത് ഇഷ്ടപ്പെട്ടു.",I bought this as a gift for my mother and she loved it.,I bought this as a gift for my mom and she likes it.
757,"എനിക്ക് ബോക്സ് ഇഷ്‌ടമാണ്, ധാരാളം സവിശേഷതകൾ, ഏത് ടിവി വീട്ടിലും അവധിക്കാലത്തും ഉപയോഗിക്കാം..","I love the box, lots of features, can use on any tv home and vacation..","I really like the box, it has a lot of features, and it can be used on any TV at home or on vacation."
758,"7 ഇഞ്ച് കിൻഡിൽ നിന്ന് അടുത്തിടെ അപ്‌ഗ്രേഡുചെയ്‌തു, വലിയ മെച്ചപ്പെടുത്തലുകൾ ഞാൻ പറയണം. അടുത്ത വർഷത്തോടെ കൂടുതൽ റാം ഉപയോഗിച്ച് പ്രോസസർ വേഗത്തിലാക്കാൻ അവർക്ക് കഴിയുമെങ്കിൽ, അവർ ഐപാഡുമായി മത്സരിച്ചേക്കാം എന്നതാണ് എനിക്ക് പറയാനുള്ളത്!",Recently upgraded from the 7inch kindle and i must say huge improvements. all i can say is that if they can speed up the processor by next year with more ram they might compete with the ipad!,"I recently upgraded from a 7 inch Kindle, and I have to say, there are huge improvements. If they can make the processor faster by using more RAM next year, they can compete with the iPad, that's what I'm saying!"
759,"ലൈറ്റ് വെബ് ബ്രൗസിംഗിനും വായനയ്ക്കും വീഡിയോകൾ കാണുന്നതിനുമായി ഒരു ടാബ്‌ലെറ്റ് വാങ്ങാൻ ഞാൻ ആഗ്രഹിക്കുന്നു, എന്റെ ലാപ്‌ടോപ്പിനെക്കാൾ എളുപ്പത്തിൽ കൊണ്ടുപോകാൻ കഴിയുന്ന ഒന്ന്. ഈ ടാബ്‌ലെറ്റ് വേഗതയുള്ളതും വീഡിയോകളുടെ സ്ട്രീം മികച്ചതുമാണ് (നിങ്ങൾക്ക് നല്ല വൈഫൈ കണക്ഷൻ ഉള്ളിടത്തോളം കാലം). ആമസോണിലേക്കും എളുപ്പത്തിലുള്ള ആക്സസ്.","I have been wanting to purchase a tablet for light web browsing, reading, and to watch videos, something easier to carry than my laptop. This tablet is fast & the videos stream in great (as long as you have good Wi-Fi connection). Easy access to Amazon too.","I want to buy a tablet for light web browsing, reading, and watching videos, something easier to carry than my laptop. This tablet is fast and has great video streaming (as long as you have good Wi-Fi). It also gives easy access to Amazon."
760,"ഇതാണ് ഞങ്ങളുടെ ആദ്യത്തെ കിൻഡിൽ, ഇത് എങ്ങനെ പ്രവർത്തിപ്പിക്കണമെന്ന് ഞങ്ങൾ പഠിക്കുകയാണ്, ഇതുവരെ ഇത് ഉപയോഗിക്കാൻ വളരെ എളുപ്പവും ആസ്വാദ്യകരവുമാണ്","This is our first Kindle, we are learning how to operate it, so far it has been quite easy and enjoyable to use","This is our first Kindle, we are learning how to use it, so far it has been very easy and enjoyable to use."
761,എന്റെ മുത്തശ്ശി അത് ഒരുപാട് ഇഷ്ടപ്പെടുന്നു. അടിസ്ഥാന പുസ്തക വായനക്കാരനെ സംബന്ധിച്ചിടത്തോളം പണത്തിനുവേണ്ടി മറ്റൊന്നും അതിനെ മറികടക്കുന്നില്ല.,My Grandma likes it a lot. For the basic book reader nothing beats it for the money.,"My grandmother loves it. For a basic book reader, nothing beats it for the price."
762,എനിക്ക് Alexa ഉപകരണം ഇഷ്ടമാണ്. ഞാൻ ഒരു മാസമായി ഇത് ഉപയോഗിക്കുന്നു. ഇത് ആശയവിനിമയത്തിന്റെ ഭാവിയാണ്.,I like Alexa device. I am using this since one month.This is future of communication.,I really like the Alexa device. I have been using it for a month now. It is the future of communication.
763,ഇത് മഹത്തരമാണ്. ഇത് വളരെ രസകരവും വളരെ ഉച്ചത്തിലുള്ളതുമാണ്. സത്യത്തിൽ ഇത് വളരെ ഉച്ചത്തിൽ നിങ്ങൾ നിർത്താൻ പറയുന്നത് കേൾക്കാൻ കഴിയില്ല. പൊട്ടിച്ചിരിക്കുക,Its great. It has been a lot of fun and its very loud. In fact its so loud that it cannot hear you tell it to stop. Lol,"It is fantastic. It is very entertaining and very loud. Honestly, you can't even hear what you're saying when it's turned up that high. Laugh out loud"
764,"നിങ്ങളുടെ ടിവിയിൽ സജ്ജീകരിക്കുന്നത് വളരെ ലളിതമാണ്, ഞങ്ങൾ കിടപ്പുമുറിയിലെ മറ്റ് ടിവിയിലേക്ക് കേബിൾ പ്രവർത്തിപ്പിക്കാൻ പോകുകയായിരുന്നു, പക്ഷേ ഫയർ സ്റ്റിക്ക് വാങ്ങാൻ പണം കുറവായിരുന്നു.",It is very simple to set up on your tv we were going to run a cable to the other tv in the bedroom but it was less money to purchase the fire stick,"It is very easy to set up on your TV, we were going to hook up the other TV in the bedroom with a cable, but we didn't have enough money to buy a Fire Stick."
765,പുതിയ സാങ്കേതിക പരിജ്ഞാനം കാരണം എല്ലായ്പ്പോഴും എന്നപോലെ മികച്ച പുതിയ ടാബ്‌ലെറ്റ്,Great new tablet as always due to new techknowledgy,New technology is always like a great new tablet.
766,"ഇത് ഉപയോഗിച്ചു, വളരെ പേപ്പർ പോലെ കാണപ്പെടുന്നു. ഇ റീഡറിന്റെ ഏറ്റവും ലളിതമായ രൂപം അവർ സമന്വയിപ്പിച്ചു, അത് അതിന്റെ ഉപയോഗത്തിന് വേറിട്ടുനിൽക്കുന്നു.","Used it and looks very paper like. They integrated the simplest form of an e reader, which makes it stand out for its use.","It looks and feels like a lot of paper. They have simplified the e-reader's design, making it stand out from its use."
767,ക്രിസ്മസിന് എന്റെ 2 വയസ്സുള്ള കൊച്ചുമകൾക്ക് ഇത് ലഭിച്ചു. ഞങ്ങൾ അത് റീചാർജ് ചെയ്യുന്നതുവരെ അവൾ അതിൽ കളിക്കുന്നു! അവൾ അത് ഇഷ്ടപ്പെടുന്നു! നിരവധി കഴിവുകളുള്ള മികച്ച ചെറിയ ടാബ്‌ലെറ്റ്.,Got this for my 2 year old granddaughter for Christmas. She plays on it till we have to recharge it! She loves it! Great little tablet with a host of capabilities.,My 2-year-old daughter got this for Christmas. She plays with it until we recharge it! She loves it! It's a great little tablet with many features.
768,ആമസോൺ ഫയർ ടാബ്‌ലെറ്റ് ഉപയോഗിക്കാൻ എളുപ്പമുള്ളതും മികച്ച ടാബ്‌ലെറ്റ് സജ്ജീകരിക്കുന്നതുമാണ്.,The amazon fire tablet is easy to use and set-up great tablet.,It is easy to use and a great tablet to set up.
769,ഇത്തരത്തിലുള്ള ബ്രാൻഡിന് വേഗതയേറിയതും നല്ല നിലവാരമുള്ളതും ...,Faster and good quality for this kind of brand ...,This brand is fast and has good quality...
770,"ആമസോൺ ടിവി മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു! വേഗത്തിലുള്ള ലോഡിംഗ്, ബഫറിംഗ് ഇല്ല. കോഡി ആപ്പ് ഉപയോഗിച്ച് മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു!","The Amazon tv works great! Fast loading, and no buffering. Works awesome with the Kodi app!","Amazon TV works great! Fast loading, no buffering. The Kodi app works perfectly!"
771,ഗീക്ക് സ്‌ക്വാഡ് ചെയ്‌ത ആപ്പുകളും സജ്ജീകരണവും സജ്ജീകരിക്കാനുള്ള ലളിതമായ ഘട്ടങ്ങളും ഇഷ്ടപ്പെടുക,Love the apps and set up done by the geek squad and the simple steps to set up,I like that it has easy steps to set up the apps and settings that Geek Squad configured.
