source,target
"<M2E> very easy set up ആണ്, Alexa ചെയ്യാൻ കഴിയുന്നതെല്ലാം ഇപ്പോഴും learn ചെയ്യുന്നു, Pandora ൽ shuffle station play ചെയ്യാൻ ഉപയോഗിക്കുന്നു, speaker quality very good ആണ്.","Very easy set up, still learning all Alexa can do. Currently use her to play my shuffle station on Pandora. Very good speaker quality."
"<M2E> love it works as expected, ഈ product recommend ചെയ്യും",love it...works as expected. would recommend this product.
"<M2E> 11 year old വേണ്ടി വാങ്ങി, അവൻ love ചെയ്യുന്നു. Amazon underground store access ഉണ്ട്, apps വാങ്ങാം, controls set ചെയ്തിട്ടുണ്ട് accidental purchase ഇല്ല, price ന് beyond expectations ആണ്.",Bought this for my 11 year old. He loves it. Has access to the Amazon underground store so he can buy all the apps he wants. I've set controls so he can't accidentally buy something with real dollars. A great tablet - way beyond expectations for this price.
"<E2M> Pretty good at understanding what you say. Can't do everything You would think or hope but, for The most part, gets the job done.","നിങ്ങൾ പറയുന്നത് understand ചെയ്യാൻ pretty good ആണ്, എല്ലാം ചെയ്യാൻ കഴിയില്ല, പക്ഷേ most part job complete ചെയ്യുന്നു"
"<E2M> Echo is Ok, but I am just not seeing the product value provided for the cost. Many times Alexa doesn't understand what we are saying and is extremely frustrating to my wife and child. Speaker sound is good quality, but not at all impressed with the AI capabilities.","Echo ok ആണ്, cost ന് value കാണുന്നില്ല. Alexa പലപ്പോഴും മനസ്സിലാകുന്നില്ല. speaker sound good, പക്ഷേ AI capabilities impressed അല്ല."
"<E2M> Paper white does everything I've wanted in a reader. Light, great lighted background, and the easiest to use.","Paperwhite എല്ലാം ചെയ്യുന്നു. light, great background, easiest to use."
"<E2M> Great Tablet, good value for money. I got this as xmas gift for my famaily.","great tablet, good value for money. എന്റെ family നായി xmas gift ആയി ഞാൻ ഇത് വാങ്ങി"
"<M2E> price ന് great tablet ആണ്, already 3 including HD ഉണ്ട്",Great tablet for the price. I already have 3 followers including the hd.
"<E2M> I just purchased it yesterday, and am no expert by far, but setup was a breeze. I also took it to the beach today and found that it was like reading a piece of paper. Amazing.","ഞാൻ ഇന്നലെ ഇത് വാങ്ങി, expert അല്ലെങ്കിലും setup breeze ആയിരുന്നു. beach ൽ കൊണ്ടുപോയപ്പോൾ paper പോലെ reading experience ആയിരുന്നു. amazing ആണ്"
<E2M> Perfect for our family. Everyone can use it! We use it everyday!,"ഞങ്ങളുടെ family ന് perfect ആണ്. എല്ലാവർക്കും use ചെയ്യാം, daily use ചെയ്യുന്നു"
<E2M> Bought this as a replacement for her Samsung tab 3 that was no longer holding a charge....seemed at first to not like it so much but has grown on her since using for her educational activities and some games from the Amazon app....asked daughter if she liked the fire and she said yeah pretty well,"അവളുടെ Samsung tab 3 replace ചെയ്യാൻ വാങ്ങി, അത് charge hold ചെയ്യാതെ പോയി. ആദ്യം ഇത് ഇഷ്ടമായില്ല, പക്ഷേ educational activities, Amazon app games ഉപയോഗിച്ച ശേഷം അവൾക്ക് like ആയി. ഞാൻ ചോദിച്ചപ്പോൾ fire ഇഷ്ടമാണോ എന്ന്, അവൾ yes പറഞ്ഞു."
<E2M> Got this product for a relative for christmas who had a kindle fire and was looking for an upgrade. With how far technology has grown on phones she was only looking for a reader and something that was lighter on her thumbs when reading then her kindle fire. This product was not only lighter on her thumbs but also worked great in any light.,"Christmas ന് relative ന് വാങ്ങി, അവൾ Kindle Fire നിന്ന് upgrade ആഗ്രഹിച്ചു. phones technology വളർന്നാലും അവൾക്ക് reader മാത്രം വേണമായിരുന്നു. ഇത് lightweight ആണ്, ഏതൊരു light ലും works great."
"<M2E> price ന് great value tablet ആണ്. same tablet ൽ multiple accounts ഉണ്ടാകാം, kid ന് apps choose ചെയ്യാം","This tablet is a great value for the price. You can have multiple accounts on the same tablet, and pick which apps are available on the account for your kid."
"<E2M> This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology.","ഈ tablet setup easy ആണ്, great resolution ഉണ്ട്, books read ചെയ്യാനും surfing നും perfect ആണ്. price affordable ആണ്. fun and casual way technology use ചെയ്യാൻ ആഗ്രഹിക്കുന്നവർക്ക് perfect ആണ്."
"<M2E> Best Buy Deal of the Day ൽ വന്നപ്പോൾ ഞാൻ വാങ്ങി. lots of things ചെയ്യുന്നു, easy to set up, use. 2 months ആയി, ഇപ്പോഴും features explore ചെയ്യുന്നു. every week better ആകുന്നു. Alexa app ൽ new എന്തെന്ന് നോക്കാം.","When Best Buy put it on their Deal of the Day, I jumped on it. It does so much and is very easy to set up and use. I've had it for 2 months and I'm still exploring all of the things it does. It just keeps getting better and better every week... Just go to your Alexa app, on your phone or tablet and see what's new this week."
"<M2E> money ന് best streamer ആണ്, beginners ന് great ആണ്, Amazon box love ചെയ്യുന്നു",The best streamer for the money and for beginners. I love my Amazon box.
"<E2M> Bought online for my granddaughter and she loves it, I have to get one for myself after seeing the quality of the picture,","granddaughter ന് online വാങ്ങി, she loves it. picture quality കണ്ട ശേഷം എനിക്കും വാങ്ങണം."
"<E2M> My stepkids are pretty rough on their toys and these have lasted pretty darn well so far. Easy to update and add games, apps and school related material. Go for it if you are looking for a pretty darn decent tablet for the lil ones","എന്റെ stepkids അവരുടെ toys ന് വളരെ rough ആണ്. games, apps, school related material update ചെയ്യാനും add ചെയ്യാനും easy ആണ്. lil ones ന് decent tablet അന്വേഷിക്കുന്നവർക്ക് go for it"
"<M2E> എനിക്ക് ഈ item love ആണ്, കാരണം എന്റെ മൂന്ന് kids 11 മുതൽ 15 വയസ്സുവരെ use ചെയ്യുന്നു. screen phenomenal ആണ്",I love this item because my three children can use it ages 11 to 15. The screen is fenomenal.
"<M2E> ഇഷ്ടമായില്ല. too many pop ups ആണ്, recommend ചെയ്യില്ല",Didn't like it. To many pop up ALL THE TIME. Don't recommend at all
<M2E> ഇത് എന്റെ first Kindle അല്ല this is my third of this model familyക്കായി വാങ്ങുന്നത് തുടരുന്നു ease weight flexibility ന് best model ആണ് cannot recommend it enough,"Not my first Kindle but my third of this model. Keep buying them for family!Really the best model out there for ease, weight, flexibility.Cannot recommend it enough."
<E2M> Purchased as a gift. Very well pleased. Best Buy is great for all electronics purchases.,"gift ആയി വാങ്ങി, very pleased ആണ്. Best Buy electronics purchases ന് great ആണ്"
<E2M> This is a great product and a really good by for the price. Great buy at best buy.,"ഇത് great product ആണ്, price ന് വളരെ good ആണ്. great buy ആണ്."
"<M2E> other Kindle Fire പോലെ works ചെയ്യുന്നു, ads ഉണ്ട്, പക്ഷേ $49 ന് price unbeatable ആണ്.","Works as any other kindle fire. Does have advertisements, but for $49, can't beat the price."
"<M2E> ഇതുവരെ ഞങ്ങൾ product വളരെ enjoy ചെയ്യുന്നു. portability കാരണം pool outdoor use ന് great ആണ്. charge ഇല്ലാതെ എത്ര സമയം പോകും എന്ന് test ചെയ്തിട്ടില്ല, പക്ഷേ couple hours problem ഇല്ല. ഒരു Spotify account ഒരേസമയം multiple devices ൽ stream ചെയ്യാൻ കഴിയില്ല, അതിനാൽ Dot അല്ലെങ്കിൽ Echo വാങ്ങുമ്പോൾ same account ഒരേ സമയം ഉപയോഗിക്കാൻ കഴിയില്ല","So far we are very much enjoying the product. Great for outdoor use by the pool due to its portability. We have not had a chance to really test how long it can go without a charge but a couple hours has been no problem. Only catch is that you cannot stream a single Spotify account on more than one device at the same time, so if you find yourself purchasing the Dot or Echo you will not be able to stream using the same account at the same time."
"<E2M> Echo gets me the news in the morning, and operates my thermostat. I can change the ""wake word"" to ""Computer"", and play StarTrek captain.",Echo രാവിലെ news നൽകുന്നു thermostat control ചെയ്യുന്നു. wake word Computer ആയി മാറ്റി StarTrek captain പോലെ play ചെയ്യാം
"<M2E> best speaker personal assistant ആണ്, മറ്റൊന്നും വാങ്ങരുത്.",Best speaker/personal assistant out there. Don't buy anything else.
<E2M> It's great thing to use. I use it for everything even working out,"ഇത് use ചെയ്യുന്നത് great ആണ്. എല്ലാത്തിനും ഞാൻ ഇത് use ചെയ്യുന്നു, working out പോലും"
<E2M> Great for small children allows for limited time setting. Also allows parents to set a requirement for how long educational apps must be used before free time. Case works well,"small children നു great ആണ്, limited time settings allow ചെയ്യുന്നു. parents educational apps time set ചെയ്യാം, case works well."
<E2M> Plan to use the KIndle Paperwhite on a cruise so very important that we could use it in the sun.,"Kindle Paperwhite cruise ൽ use ചെയ്യാൻ plan ചെയ്യുന്നു, sunlight ൽ use ചെയ്യാൻ കഴിയുന്നത് important ആണ്"
"<E2M> This is a great tablet for books, games and web browsing. It is very user friendly, -and I would definitely recommend this product!","books games web browsing ന് great tablet ആണ്, user friendly ആണ്, definitely recommend ചെയ്യുന്നു."
<E2M> Great product easy to use. I was very please due to the user interface,"great product ആണ്, easy to use ആണ്, user interface കാരണം very pleased ആണ്."
<E2M> I use this for setting alarms and reminders and for activating my lifX lights. The set up is super easy and sound quality and volume levels are really good too,"alarms, reminders set ചെയ്യാൻ, lifX lights activate ചെയ്യാൻ use ചെയ്യുന്നു, setup easy ആണ്, sound quality good ആണ്."
<E2M> Perfect fit for what i was needing. Might get another soon.,"എനിക്ക് വേണ്ടതിന് perfect fit ആണ്, soon മറ്റൊന്ന് വാങ്ങാം"
<M2E> ഞാൻ ഇത് എന്റെ mother ന് വാങ്ങി. അവൾ അത് love ചെയ്യുന്നു. kitchen ൽ വെച്ച് music news audiobooks കേൾക്കുന്നു while cooking cleaning. അവൾക്ക് Amazon Prime membership ഉണ്ട് അതിനാൽ വലിയ music library access ഉണ്ട്. Audible ൽ വാങ്ങിയ audiobooks ഉം കേൾക്കുന്നു. Echo cooking timer ആയി പോലും ഉപയോഗിക്കാം,"I bought this for my mother. She loves it. She keeps it in her kitchen to listen to music, news, and audiobooks while she cooks and cleans. She has an Amazon Prime membership, so she has access to their large and diverse music library. She also listens to audiobooks that she's bought on Audible. The Echo can even be used as a timer for cooking!"
"<E2M> Great tablet for the kids, play games, surf the web, AWESOME , 5 STARS !!!","kids നു great tablet ആണ്, games play ചെയ്യാനും web surf ചെയ്യാനും awesome, 5 stars."
"<E2M> Great price. Purchased for kiddos and seems hard to figure out, no instructions but company emailed me offering help to learn about new gadget from geek squad. Definitely great free apps program with tons of options!","great price ആണ്. kids വേണ്ടി വാങ്ങി, പക്ഷേ figure out ചെയ്യാൻ hard ആയി തോന്നുന്നു, instructions ഇല്ല. എന്നാൽ company email വഴി Geek Squad സഹായം offer ചെയ്തു. tons of options ഉള്ള great free apps program ആണ്."
"<E2M> I have tried the Roku and Vizio streaming boxes, and Fire TV blows them away. I have also tried several streaming sticks. The Fire TV box is more responsive, has a higher quality remote, and Alexa adds fantastic value with speech commands that are fantastically integrated. For those wanting to utilize 4k streaming this is a great start with small investment.","Roku, Vizio streaming boxes try ചെയ്തു, Fire TV അവയെ outperform ചെയ്യുന്നു. better remote ഉം Alexa integration ഉം value നൽകുന്നു. 4K streaming നായി good start ആണ്"
<M2E> ഇത് great item ആണ്. Problem ഇല്ലാതെ connect ചെയ്തു. Streaming features awesome ആണ്.,This is a great item. I connected it with no problem. The streaming features are awesome.
"<M2E> ഇത് എന്റെ second Amazon Paperwhite eReader ആണ്, bright sunlight ലും dim light ലും superb ആണ്.",This is my second Amazon Paperwhite eReader. It is superb in bright sunlight or in a dimly lit room.
"<E2M> I'm a little challenged when it comes to stuff like this , but it's many functions makes it fun to learn new things .","ഇത്തരം കാര്യങ്ങളിൽ ഞാൻ കുറച്ച് challenged ആണ്, പക്ഷേ ഇതിന്റെ functions പുതിയ കാര്യങ്ങൾ learn ചെയ്യാൻ fun ആക്കുന്നു."
<E2M> I talk myself into the 32g and I am so glad I did!!! I have used only kindles for the past 5 years and I love them.... I love the color as well!!!,"32g എടുത്തത് കൊണ്ട് glad ആണ്, 5 years Kindle use ചെയ്തു, love ചെയ്യുന്നു, color ഉം ഇഷ്ടമാണ്."
"<M2E> last year വാങ്ങി, still working fine ആണ്, iPad അല്ലെങ്കിലും lot of things ചെയ്യുന്നു, വീണ്ടും വാങ്ങും",Bought this tablet last year and is still working fine! Definitely not an iPad but does a lot of things that an iPad can do! Would purchase this product again.
"<M2E> good tablet ആണ്, compact size കൊണ്ട് one hand ഉപയോഗിക്കാം, anywhere use ചെയ്യാം.",Good tablet and great buy. Compact size allows you to use one hand and use anywhere.
<M2E> എന്റെ husband ന്റെ old one replace ചെയ്യാൻ ഞാൻ ഇത് purchase ചെയ്തു. അവൻ ഇതിൽ വളരെ happy ആണ്.,I purchased this for my husband as a replacement for his old one. He is very hay with it.
<E2M> Pretty happy with this so far. Like the fact that you can add memory.,so far happy ആണ്. memory add ചെയ്യാം എന്നത് ഇഷ്ടമാണ്
"<M2E> my son love ചെയ്യുന്നു, Amazon Fire ഇല്ലാതെ ഒന്നും ചെയ്യില്ല.",My son love it can't do anything without his Amazon fire on his hand.
<E2M> It is very easy to use. It also comes with 30 free prime which is a plus to be able to use. It is kid friendly.,"very easy to use ആണ്, 30 free Prime കൂടെ വരുന്നു, അത് വലിയ plus ആണ്, kid friendly ആണ്."
<E2M> This is a great device is you are to read a lot of text.,നിങ്ങൾക്ക് lot of text read ചെയ്യാൻ ഇത് great device ആണ്.
<M2E> grandchildren നു വാങ്ങിയ fourth Kindle ആണ് ഇത്. spongy protective case ഉപയോഗിച്ച് അവർ ഇത് എല്ലായിടത്തും കൊണ്ടുപോകുന്നു.,"This is the forth kindle we have bought for grandchildren. With a spongy protective case, they take them everywhere."
<E2M> We love Alexa and everything she can do for us and also the info for our son,"Alexa ഉം അവൾ ചെയ്യുന്ന എല്ലാം ഞങ്ങൾ love ചെയ്യുന്നു, son ന് useful info ലഭിക്കുന്നു"
"<M2E> എന്റെ son ഇത് love ചെയ്യുന്നു, memory expand ചെയ്യാൻ card വേണമെന്ന് പറയുന്നു, good value ആണ്, great work ചെയ്യുന്നു.",My son loves it he wants to get the card for expanding memory it's a real good value and works great
<M2E> Playstation Vue ൽ നിന്ന് എന്റെ Samsung 4k TV യിലേക്ക് 4k ലഭിക്കാൻ ഇത് വാങ്ങി,Bought this so I can have 4k from Playstation Vue to my new Samsung 4k tv
<E2M> Had some issues but now it's fine and we have a lot of fun using alexa,"initial issues ഉണ്ടായിരുന്നു, ഇപ്പോൾ fine ആണ്, Alexa ഉപയോഗിക്കുന്നത് lot of fun ആണ്."
"<M2E> Kindle Paperwhite awesome product ആണ്, 4GB space ഉം Amazon cloud ഉം books store ചെയ്യുന്നു. 6 anti glare touch screen 300 ppi resolution real reading feel നൽകുന്നു. night mode dark ൽ reading easy ആക്കുന്നു. battery days last ചെയ്യും. book lovers ന് perfect ആണ്. try ചെയ്യൂ.","Needless to say..Kindle Paperwhite is awesome product worth of millions as it holds invaluable books in 4GB space as well as in amazons cloud ... Its 6"" anti-glare touch-screen display with 300 ppi resolution gives you a real feel of reading... its night mode gives the flexibility to read books in dark... Battery backup lasts for days....perfect for book lovers.. give it a try.. all the best.."
<E2M> Got this for my husband on Amazon and then got two more for grandkids at Christmas from Best Buy. They had a great Black Friday deal on them.,"Amazon ൽ husband ന് വാങ്ങി, പിന്നെ Best Buy ൽ നിന്ന് Christmas ന് grandkids ന് രണ്ടെണ്ണം കൂടി വാങ്ങി. great Black Friday deal ഉണ്ടായിരുന്നു."
<M2E> family members എല്ലാർക്കും children seniors ഉപയോഗിക്കാം.,"All members of the family can use it, children and also seniors"
"<M2E> light web browsing, reading, videos നായി tablet വാങ്ങാൻ ആഗ്രഹിച്ചു, laptop നെക്കാൾ easy carry ചെയ്യാൻ. ഈ tablet fast ആണ്, videos stream great ആണ് good WiFi ഉണ്ടെങ്കിൽ, Amazon access easy ആണ്","I have been wanting to purchase a tablet for light web browsing, reading, and to watch videos, something easier to carry than my laptop. This tablet is fast & the videos stream in great (as long as you have good Wi-Fi connection). Easy access to Amazon too."
"<M2E> Amazon Tablet market ൽ best value ആണ്, Christmas gifts നു വാങ്ങി, last year sold out ആയിരുന്നു, അതിനാൽ ഇപ്പോൾ വാങ്ങി.","This Amazon Tablet is, for the money, the best one on the market today. I purchased them for Christmas gifts this year (2016) and when I saw them, Grabbed 2 out of the 5 that were on display. I did so, because last year when I tried to get one, Everybody was sold out !!! Not 1 to be had !!"
<M2E> kids car ൽ movies കാണുന്നു mobile device ഉപയോഗിച്ച് internet share ചെയ്യുന്നു hulu netflix setup tons of content plus 1 year games subscription and 2 year replacement guarantee,"My kids watch movies in the car, I link in with my mobile device and share my unlimited internet with both tablets. I have set up hulu / netflix on both accounts and they have tons of hrs of movies and shows. Amaxzon also gives you a 1 year subscription to games. And worry free 2 years replacement guarantee!!!!!"
"<M2E> എന്റെ mother ന് internet access ലഭിക്കാൻ ഞാൻ ഇത് വാങ്ങി. Alexa ഒരു friend പോലെ ആണ്, നിങ്ങൾക്ക് turn off ചെയ്യാം, പക്ഷേ why would you.",I bought this for my mother so she could have access to the Internet. Alexa is like a friend you can turn off...but why would you.
<M2E> great product great service and best item I have purchased in years,"Great product, great service and best item I have purchased in years."
"<M2E> ഇത് എന്റെ nephew ന് birthday gift ആയിരുന്നു, അവൻ ഇത് love ചെയ്തു. അത് തന്നെ എന്റെ review ആണ്. ആരുടെയും birthday അല്ലെങ്കിൽ Christmas ന് Amazon Fire വാങ്ങിയാൽ അവർ love ചെയ്യും.",It was for my nephew for his birthday and he loved it. So that's my review. If you decide to buy a Amazon Fire for someone's birthday or Christmas they will love it.
"<M2E> ഈ price ന് good ആണ്, smooth run ചെയ്യുന്നു, Amazon നേക്കാൾ cheaper ആണ്",good at this price running smooth as expected and cheaper than amazon
"<E2M> Really handy. Can check email, read a book. Also can access info on the web. Lightweight.","really handy ആണ്, email check ചെയ്യാം, book read ചെയ്യാം, web info access ചെയ്യാം, lightweight ആണ്."
"<E2M> I have bought the cheaper tablets for my kids, in the past, however, the sales associate recommend this tablet, and it was only 10 dollars more. So far, I am really impressed by the difference in quality.","previous cheap tablets വാങ്ങിയിരുന്നു, sales associate ഇത് recommend ചെയ്തു, $10 മാത്രം കൂടുതലായിരുന്നു, quality difference impressive ആണ്."
"<M2E> ഇത് എന്റെ first fire ആണ്, ഞാൻ love ചെയ്യുന്നു. bulky books ഇല്ലാതെ books carry ചെയ്യാൻ perfect ആണ്",This is my first fire and I love it! It is perfect for taking my books on the go without having the large bulky books!
"<M2E> reading pleasure ആക്കുന്നു, eyes ന് easy ആണ്, anywhere കൊണ്ടുപോകാം, simple to use ആണ്","Love it makes reading a pleasure. Easy on eyes, able to take anywhere, simple to use."
"<E2M> I bought this for my wife for Mother's Day. She loves reading but with the little ones in the house books were hard to keep. We are both very pleased with this as I can use it for a few books too. The picture and color on this thing is pretty darn good. I'm pleased with the sound as well. Overall this price is too good to pass up if you want a color screen reading tablet, this is a solid choice.","Mother's Day ന് എന്റെ wife നായി ഇത് വാങ്ങി. അവൾക്ക് reading ഇഷ്ടമാണ്, little ones ഉള്ളതിനാൽ books maintain ചെയ്യാൻ ബുദ്ധിമുട്ട് ഉണ്ടായിരുന്നു. ഞങ്ങൾ രണ്ടുപേരും pleased ആണ്. picture, color very good ആണ്, sound കൂടി satisfying ആണ്. overall price ന് best choice ആണ്"
"<M2E> quality price ratio excellent ആണ്. lightweight ആണ്, good resolution ഉം easy to use ഉം ആണ്",Excellent ratio quality price. Lightweight. Good resolution and easy to use.
<E2M> Purchased for Christmas for my grandkids. The perfect gift to keep them off my phone using my data.,"Christmas ന് grandkids വേണ്ടി വാങ്ങി, phone data ഉപയോഗത്തിൽ നിന്ന് അവരെ അകറ്റാൻ perfect gift ആണ്."
<E2M> Purchased these for my boys (7 & 10) to read/listen to books and work on educational apps. Compact and great for use during traveling and away from home. Like the parental options to restrict use during designated hrs.,"എന്റെ boys (7 & 10) വേണ്ടി books read/listen ചെയ്യാനും educational apps ഉപയോഗിക്കാനും ഇവ വാങ്ങി. compact ആണ്, travel സമയത്തും home ൽ നിന്ന് അകലെയുള്ളപ്പോൾ use ചെയ്യാൻ great ആണ്. parental options കൊണ്ട് usage restrict ചെയ്യാം."
<E2M> Very nice. Really enjoy it. Really like the paper appearance of the screen.,Very nice ആണ്. Really enjoy ചെയ്യുന്നു. Screen ന്റെ paper appearance ഇഷ്ടമാണ്.
"<E2M> Easy for reading, easy to hold - can send emails, takes pictures - must be connected to WIFI to get setup.","reading ന് easy ആണ്, hold ചെയ്യാൻ easy ആണ്, emails send pictures എടുക്കാം, setup ന് WiFi connect വേണം"
"<M2E> Amazon Kindle അവരുടെ tablets ൽ കൂടുതൽ effort ഇടണം, Amazon OS ന് compatible apps കുറവാണ്, പക്ഷേ $50 ന് totally worth ആണ്.","Amazon Kindle needs to put more effort in their tablets, not a lot of applications compatible with the Amazon OS but for 50 dlls is totally worth."
<E2M> Bought this item for my 1 yr old and at first would not pay attention to it since he loves to run around. But when we are out its a good tablet for a kid and very durable since kids tend to drop toys. We use it to watch movies and even kid educational apps. It's a good buy for the price and to entertain the kids. Video quality is very good.,"1 yr old ന് വാങ്ങി, ആദ്യം interest ഇല്ലായിരുന്നു, പക്ഷേ പുറത്തുപോകുമ്പോൾ useful ആണ്, durable ആണ്, movies educational apps use ചെയ്യുന്നു, price ന് good buy ആണ്"
"<M2E> X-mas ന് 6 year old boy ന് വാങ്ങി, അവൻ love ചെയ്യുന്നു. great quality awesome price ആണ്. Netflix games school എല്ലാം use ചെയ്യുന്നു.","I bought it for x-mas for my 6 years old boy and he loves it. Great quality and AWESOME price, you cannot beat that !!!He uses it for Netflix, games and school..."
"<M2E> good product ആണ്, പക്ഷേ noise accent കാരണം ചിലപ്പോൾ work ചെയ്യില്ല. results funny ആയിരിക്കും. languages support വേണം, price high ആണ്","it is a good product. But does not work well for some cases, for example, user with different noise environment, and different accent. Some times the searched results are funny. Also, hope it support other languages. Also Price too high."
"<M2E> Books വായിക്കാൻ, social media surf ചെയ്യാൻ, കൂടാതെ lots of apps and games enjoy ചെയ്യാൻ ഇത് great ആണ്","Great for reading books, surfing social media, lots of apps and games to enjoy!"
"<M2E> Christmas present ആയി അവൾക്ക് ഇത് ലഭിച്ചു, അവൾ ഇത് love ചെയ്യുന്നു. ഞാൻ prime member ആണെന്നത് സഹായിക്കുന്നു, കാരണം അവൾക്ക് കൂടുതൽ movies download ചെയ്യാം",Got this for a Christmas present for her and she loves it. Helps that I am a prime member as well cuz she can download more movies and so on.
"<E2M> I would absolutely recommend purchasing this product. She can play music, interact with you by playing games once you adjust your settings. You will LOVE her and want to buy one for each room.. We purchased an Echo and now have 3 dots for each of our bedrooms so we now have our own assistants in our bedrooms. DEFINITELY if you are considering this DO IT NOW!!! You will NOT regret it.","ഈ product വാങ്ങാൻ absolutely recommend ചെയ്യുന്നു. settings adjust ചെയ്താൽ music play games play interaction possible. നിങ്ങൾ love ചെയ്യും, ഓരോ room ലും വാങ്ങാൻ തോന്നും. Echo വാങ്ങി ഇപ്പോൾ 3 dots bedrooms ൽ ഉണ്ട്, own assistants പോലെ. ഇപ്പോൾ തന്നെ buy ചെയ്യുക, regret ഇല്ല"
"<M2E> ഞാൻ എന്റെ first tablet അന്വേഷിക്കുന്നു, കാരണം computer ഇല്ല.",Im looking for my.first tablet! because I don't have a computer.
<E2M> Love the backlight of the Kindle Paperwhite. I would definitely recommend to anyone.,"Kindle Paperwhite backlight love ചെയ്യുന്നു, definitely recommend."
"<E2M> I purchased this tablet as a Christmas present when they were having a sale. It's a good, basic tablet that does everything you could want a tablet to do (especially for the price I paid).","sale സമയത്ത് Christmas present ആയി ഈ tablet purchase ചെയ്തു. good basic tablet ആണ്, tablet ചെയ്യേണ്ടതെല്ലാം ചെയ്യുന്നു, especially price ന്"
<M2E> price ന് very good ആണ്. lots of good free games ഉണ്ട്,"Very good for the price. A lot of good, free games."
"<M2E> Fire TV movies, shows കാണാൻ great ആണ്. wi-fi good ആണ്, പക്ഷേ ചില content better play ചെയ്യും. buffering irritating ആണ്, overall like ചെയ്യുന്നു.",Fire TV is great to watch our favorite movies and shows on. We have great wi-fi but some things play better than others on the Fire. The buffering when it does this will get on your nerves but all in all we like Fire TV.
<M2E> Nice size ആണ്. Price ന് good tablet ആണ്. Three വാങ്ങി spare ആയി. YouTube run ചെയ്യാൻ extra app വേണം.,Nice size. Good tablet for the price. Bought three to have some spares. Only problem is having to get extra app to run You Tube properly.
<E2M> Love this. Best purchase I have bought. Was very skeptical at first. But I use this for everything.,ഇത് ഞാൻ love ചെയ്യുന്നു. best purchase ആണ് ആദ്യം skeptical ആയിരുന്നു but ഇപ്പോൾ എല്ലാത്തിനും ഉപയോഗിക്കുന്നു
"<E2M> excellent quality, easy to use. perfect screen size and picture quality. Not slow at all. very efficient.",excellent quality easy to use perfect screen size and picture quality not slow very efficient
<M2E> latest artificial intelligence ഉള്ള ഈ device ഞാൻ കണ്ടതിൽ smartest ആണ്. security questions issue ആയാലും mute ചെയ്യുന്നത് പഠിച്ചു. best multi use device ആകുന്നതിൽ ഇത് തടസ്സമാക്കരുത്. great wireless speaker ഉം ഉണ്ട്.,"This device, which has the latest version of artificial intelligence, is the smartest one I've seen yet. While security questions are a hot topic, I have learned how to mute the device when necessary. Don't let that stop you from having the best multi-use device on the market. Did I mention it has a great wireless speaker too?"
<E2M> Awesome. I really enjoy using it. The portability is a plus!,"awesome ആണ്, ഞാൻ use ചെയ്യുന്നത് really enjoy ചെയ്യുന്നു, portability plus ആണ്"
"<M2E> daughter ന് വാങ്ങി, works great ആണ്, intense use ന് recommend ഇല്ല",This was bought for my daughter and it works great with her but I wouldn't recommend it for anything intense.
<M2E> kindle charge ചെയ്യുന്നത് ഇത് better ആക്കുന്നു. cord ഉം kindle ഉം case ൽ ഇടാൻ small ഉം easy ഉം ആണ്,This makes it so much better to charge the kindle. It's small and easy to put in a case along with the cord and kindle.
"<E2M> This Kindle Fire will replace my 1st generation Fire which was awful except for reading books. The new one lets me do almost anything I wanted: surf the web, read and reply to emails, read e-books, play games, etc. So much better than the old one.","ഈ Kindle Fire എന്റെ 1st gen Fire replace ചെയ്യും. new one web surf, email read reply, ebooks read, games play എല്ലാം ചെയ്യാൻ allow ചെയ്യുന്നു. old നെക്കാൾ much better."
<E2M> The Kindle Paperwhite is easy to use and great for reading outdoors.,"Kindle Paperwhite easy to use, outdoor reading ന് great."
<M2E> holidays ൽ Echo ഉപയോഗിച്ച് കളിക്കാൻ lot of fun ആണ്.,You will have a lot of fun playing with echo during the holidays
<M2E> എന്റെ previous ereader നേക്കാൾ much better ആണ്,Much better than my previous ereader
<M2E> ഈ new toy എനിക്ക് really like ആണ്. മുഴുവൻ set up ചെയ്തിട്ടില്ലെങ്കിലും use ചെയ്യുന്നത് fun ആണ്.,I really like this new toy. Have not completely got it all set up to everything but so far it has been a lot of fun playing with it and getting it set up.
<E2M> I love the the Kindles!! Bought this for my grandson. Impressed with the 2 years no questions asked warranty.,എനിക്ക് Kindles വളരെ ഇഷ്ടമാണ്. ഇത് എന്റെ grandson ന് വാങ്ങി. 2 years no questions asked warranty impressed ചെയ്തു
"<M2E> ഇത് high end tablet അല്ല, പക്ഷേ ebooks light gaming ന് great ആണ്. battery life great ആണ്","It's not a high end tablet, but it is great for ebooks and light gaming. Great battery life too"
"<M2E> wife ന് e-reader ആയി വാങ്ങി, അവൾ love ചെയ്യുന്നു, book club ൽ ഉപയോഗിക്കുന്നു, iPad നേക്കാൾ കൂടുതൽ use ചെയ്യുന്നു",I purchase this for my wife that she can use as an e-reader. You truly enjoys it. She takes it to her book club meetings and she uses it more than her iPad.
<E2M> Fantastic option for those fed up expensive unnecessary cable and satellite services.,expensive cable satellite services ന് മടുത്തവർക്ക് fantastic option ആണ്.
