index,manglish,eng,mal,gpt5_fewshot
783,"ഞാൻ ഇത് father നായി വാങ്ങി, അവന് perfect ആണ്. reminders set ചെയ്യാനും music play ചെയ്യാനും അവൻ love ചെയ്യുന്നു",I bought for my father and its perfect for him. He loves being able to set reminders and play music he wants.,"ഞാൻ എന്റെ പിതാവിനായി വാങ്ങി, അത് അദ്ദേഹത്തിന് അനുയോജ്യമാണ്. ഓർമ്മപ്പെടുത്തലുകൾ സജ്ജീകരിക്കാനും അവൻ ആഗ്രഹിക്കുന്ന സംഗീതം പ്ലേ ചെയ്യാനും അവൻ ഇഷ്ടപ്പെടുന്നു.",I bought this for my father and it is perfect for him. He loves setting reminders and playing music.
784,"Alexa വഴി music play ചെയ്തു, time date ചോദിച്ചു, shopping list add ചെയ്തു, spelling പോലും ചോദിച്ചു","I asked my Alexa to put on the music, what time and date and put my shopping list. Oh and how to spell thinks.","ഞാൻ എന്റെ അലക്‌സയോട് സംഗീതം ഏൽപ്പിക്കാൻ ആവശ്യപ്പെട്ടു, ഏത് സമയവും തീയതിയും എന്റെ ഷോപ്പിംഗ് ലിസ്റ്റ് ഇട്ടു. ഓ, എങ്ങനെ എഴുതണം എന്ന് ചിന്തിക്കുന്നു.","I played music through Alexa, asked for time and date, added to the shopping list, and even asked for spelling."
785,"son son-in-law വേണ്ടി വാങ്ങി, Echo capabilities കൊണ്ട് mesmerized ആണ്, എനിക്കും വേണം.",I bought this for my son and one for my son-in-law. They are mesmerized by all that the Echo is capable of doing. (I want one!),ഞാൻ ഇത് എന്റെ മകന് വേണ്ടിയും ഒരെണ്ണം മരുമകന് വേണ്ടിയും വാങ്ങി. എക്കോയ്ക്ക് ചെയ്യാൻ കഴിയുന്ന എല്ലാ കാര്യങ്ങളിലും അവർ മയങ്ങുന്നു. (എനിക്കൊരെണ്ണം വേണം!),Bought it for my son and son-in-law. They are mesmerized by Echo’s capabilities. I want one too.
786,"toy ആയി okay ആണ്, noise environment accent കാരണം well work ചെയ്യില്ല, ചിലപ്പോൾ results funny ആണ്, other languages support വേണം, price too high ആണ്.","okay for a toy, does not work well for some of us, with different noise environment, and different accent. Some times the searched results are funny. Also, hope it support other languages. Price too high also.","ഒരു കളിപ്പാട്ടത്തിന് ശരി, വ്യത്യസ്‌ത ശബ്‌ദ അന്തരീക്ഷവും വ്യത്യസ്ത ഉച്ചാരണവും ഉള്ള നമ്മിൽ ചിലർക്ക് നന്നായി പ്രവർത്തിക്കില്ല. ചില സമയങ്ങളിൽ തിരഞ്ഞ ഫലങ്ങൾ രസകരമാണ്. കൂടാതെ, ഇത് മറ്റ് ഭാഷകളെ പിന്തുണയ്ക്കുമെന്ന് പ്രതീക്ഷിക്കുന്നു. വിലയും വളരെ കൂടുതലാണ്.","It is okay as a toy. It does not work well due to noise, environment, and accent. Sometimes the results are funny. It needs support for other languages. The price is too high."
787,parental controls കൊണ്ട് grandson നായി great tablet ആണ്,"With parental controls, this is a great tablet for my grandson to use!","രക്ഷാകർതൃ നിയന്ത്രണങ്ങളോടെ, ഇത് എന്റെ കൊച്ചുമകന് ഉപയോഗിക്കാനുള്ള മികച്ച ടാബ്‌ലെറ്റാണ്!",It is a great tablet for my grandson with parental controls.
788,ഞങ്ങളുടെ Echo family യിലെ fourth member ആയി ഈ Echo Dot ഞാൻ വാങ്ങി. ഞാൻ അത് absolutely love ചെയ്യുന്നു.,I bought this echo dot as a fourth member to our echo family. I absolutely love it.,ഞങ്ങളുടെ എക്കോ കുടുംബത്തിലെ നാലാമത്തെ അംഗമായിട്ടാണ് ഞാൻ ഈ എക്കോ ഡോട്ട് വാങ്ങിയത്. ഞാൻ അത് തികച്ചും ഇഷ്ടപ്പെടുന്നു.,This Echo Dot is the fourth member of our Echo family. I absolutely love it.
789,"great device ആണ്, എന്റെ mother വേണ്ടി ഒരെണ്ണം വാങ്ങി, Amazon Prime streaming ebooks download ന് great ആണ്.","Great device, I have one, and purchased one for my mother. It's great for streaming things off amazon prime, but also good for downloading E-books.","മികച്ച ഉപകരണം, എനിക്ക് ഒരെണ്ണം ഉണ്ട്, ഒരെണ്ണം എന്റെ അമ്മയ്ക്കായി വാങ്ങി. ആമസോൺ പ്രൈമിൽ നിന്ന് കാര്യങ്ങൾ സ്ട്രീം ചെയ്യുന്നതിന് ഇത് മികച്ചതാണ്, മാത്രമല്ല ഇ-ബുക്കുകൾ ഡൗൺലോഡ് ചെയ്യുന്നതിനും നല്ലതാണ്.",It is a great device. I bought one for my mother. It is great for Amazon Prime streaming and downloading ebooks.
790,"3 year old son ന് great tablet ആണ്, easy to use ആണ്.",Great tablet for my three year old son It's really easy for him to use,എന്റെ മൂന്ന് വയസ്സുള്ള മകന് മികച്ച ടാബ്‌ലെറ്റ് അത് ഉപയോഗിക്കാൻ വളരെ എളുപ്പമാണ്,It is a great tablet for a 3-year-old son and easy to use.
791,"AppleTV നിന്ന് Fire TV ലേക്ക് switch ചെയ്തു, absolutely love ആണ്, Android OS കൊണ്ട് fast capabilities ഉണ്ട്.","Switched from AppleTV to Fire TV and absolutely love it. Speedy, lots of capabilities due to Android OS.","AppleTV-യിൽ നിന്ന് Fire TV-യിലേക്ക് മാറി, തീർത്തും ഇഷ്‌ടപ്പെടുന്നു. Android OS കാരണം വേഗതയുള്ള, ധാരാളം കഴിവുകൾ.",Switched from Apple TV to Fire TV and absolutely love it. It has fast capabilities due to Android OS.
792,"family members വേണ്ടി പലത് വാങ്ങി, content എല്ലാം love ചെയ്യുന്നു, easy purchase ആണ്, വീണ്ടും വാങ്ങും.",I've purchased several for family members and everyone is loving all the content available. Easy purchase may be back for more!!,"കുടുംബാംഗങ്ങൾക്കായി ഞാൻ പലതും വാങ്ങിയിട്ടുണ്ട്, ലഭ്യമായ എല്ലാ ഉള്ളടക്കവും എല്ലാവരും ഇഷ്ടപ്പെടുന്നു. എളുപ്പമുള്ള വാങ്ങൽ കൂടുതൽ കാര്യങ്ങൾക്കായി തിരികെ വന്നേക്കാം!!",Bought many for family members. They love all the content. It is an easy purchase and I will buy again.
793,wife ന് gift ആയി Echo DOT കൂടെ വാങ്ങി she loves it easy to setup and use,I bought this as a gift for my wife along with an Echo DOT. She loves it. Easy to setup and use.,ഞാൻ ഇത് എന്റെ ഭാര്യക്ക് ഒരു എക്കോ ഡോട്ടിനൊപ്പം ഒരു സമ്മാനമായി വാങ്ങി. അവൾ അത് ഇഷ്ടപ്പെടുന്നു. സജ്ജീകരിക്കാനും ഉപയോഗിക്കാനും എളുപ്പമാണ്.,Bought Echo Dot as a gift for my wife. She loves it. It is easy to set up and use.
794,ഞങ്ങൾ cable company drop ചെയ്തു ഇപ്പോൾ fire stick ഉണ്ട്. we are saving money and cable company ഒന്നും miss ചെയ്യുന്നില്ല,We dropped our cable company and now have the fire stick . We are saving money and don't miss the cable company one bit!!!!,"ഞങ്ങൾ ഞങ്ങളുടെ കേബിൾ കമ്പനി ഉപേക്ഷിച്ചു, ഇപ്പോൾ ഫയർ സ്റ്റിക്ക് ഉണ്ട്. ഞങ്ങൾ പണം ലാഭിക്കുന്നു, കേബിൾ കമ്പനിയെ ഒന്നുപോലും നഷ്ടപ്പെടുത്തരുത്!!!!",We dropped the cable company and now have a Fire Stick. We are saving money and do not miss cable at all.
795,"Kindle നിന്നുള്ള best reader ആണ്, കൂടാതെ web surf ചെയ്യാനും കഴിയും",The best reader from Kindle and I can surf the web as well.,കിൻഡിൽ നിന്നുള്ള മികച്ച വായനക്കാരനും എനിക്കും വെബിൽ സർഫ് ചെയ്യാൻ കഴിയും.,It is the best reader from Kindle and can also surf the web.
796,"ഇത് വാങ്ങിയതിനു minutes ഉള്ളിൽ തന്നെ ഇത് എന്റെ granddaughter നു വേണ്ടത് ചെയ്യില്ലെന്ന് കണ്ടെത്തി. electronics clerk തെറ്റായ വിവരം പറഞ്ഞു, കൂടുതൽ education വേണം എന്ന് തോന്നുന്നു","Purchased this & turned around & within minutes of the purchase & before even leaving the store, found out that it would not do what my granddaughter needed. Unfortunately the clerk in electronics had told us it would & found out at the register by that person after she rang it up, that it would not. Need a little more education, I think...","ഇത് വാങ്ങി, വാങ്ങിച്ച് മിനിറ്റുകൾക്കുള്ളിൽ, സ്റ്റോറിൽ നിന്ന് പുറത്തുപോകുന്നതിന് മുമ്പ്, ഇത് എന്റെ ചെറുമകൾക്ക് വേണ്ടത് ചെയ്യില്ലെന്ന് കണ്ടെത്തി. നിർഭാഗ്യവശാൽ ഇലക്ട്രോണിക്സിലെ ക്ലാർക്ക് ഞങ്ങളോട് പറഞ്ഞിരുന്നു, അവൾ അത് വിളിച്ചതിന് ശേഷം ആ വ്യക്തിയുടെ രജിസ്റ്ററിൽ അത് ചെയ്യില്ലെന്ന് കണ്ടെത്തി. കുറച്ചുകൂടി വിദ്യാഭ്യാസം വേണം, ഞാൻ കരുതുന്നു...","Within minutes of buying, I found that this would not do what my granddaughter needed. The electronics clerk gave wrong information. More education is needed."
797,"ഞാനും എന്റെ familyയും ഇത് love ചെയ്യുന്നു, ഇപ്പോൾ family member പോലെ ആണ്","My family and i love it,its now a member of our family.","ഞാനും എന്റെ കുടുംബവും ഇത് ഇഷ്ടപ്പെടുന്നു, ഇപ്പോൾ ഞങ്ങളുടെ കുടുംബത്തിലെ അംഗമാണ്.",My family and I love this. It is like a family member now.
798,ഇത് money waste ആണ്. നിങ്ങൾക്ക് ഇത് ആവശ്യമില്ല. tablet computer ലേക്ക് plug ചെയ്താൽ charge ഒരു മാസം വരെ നീളും.,A waste of money. You don't need this. Just plug your tablet into your computer and the charge lasts for a month.,"പണം പാഴാക്കുക. നിങ്ങൾക്ക് ഇത് ആവശ്യമില്ല. നിങ്ങളുടെ ടാബ്‌ലെറ്റ് കമ്പ്യൂട്ടറിലേക്ക് പ്ലഗ് ചെയ്‌താൽ മതി, ചാർജ് ഒരു മാസത്തേക്ക് നീണ്ടുനിൽക്കും.","It is a waste of money. You do not need it. If you plug a tablet into a computer, the charge lasts for a month."
799,"എന്റെ Alexa ഞാൻ love ചെയ്യുന്നു. smart house items Alexa കൂടെ work ചെയ്യുന്നു, life stress free ആക്കുന്നു",love my alexa. i have smart house items that works great with alexa and makes life a lil stress free,"എന്റെ അലക്സയെ സ്നേഹിക്കുക. അലക്‌സയ്‌ക്കൊപ്പം മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്ന സ്‌മാർട്ട് ഹൗസ് ഐറ്റംസ് എന്റെ പക്കലുണ്ട്, അത് ജീവിതത്തെ സമ്മർദ്ദരഹിതമാക്കുന്നു",I love my Alexa. Smart house items work with Alexa and make life stress-free.
800,3rd gen Kindle keyboard നിന്ന് backlight ഉള്ളതിലേക്ക് upgrade ചെയ്യാൻ ആഗ്രഹിച്ചു. paperwhite reading ന് great device ആണ്. backlight and better resolution big difference ഉണ്ടാക്കുന്നു. ചില software features add ചെയ്താൽ നല്ലത് but overall highly recommend ചെയ്യുന്നു,"I wanted to upgrade my 3rd gen kindle keyboard to one with a backlight. The paper white is a great device to read on. The backlight and improved screen resolution make a big difference. There's a few software features I'd like Amazon to add but nothing that inhibits me from using the kindle. If you've been thinking of upgrading or jumping into the kindle for the first time, I'd highly recommend the paper white.","എന്റെ മൂന്നാം തലമുറ കിൻഡിൽ കീബോർഡ് ബാക്ക്‌ലൈറ്റുള്ള ഒന്നിലേക്ക് അപ്‌ഗ്രേഡ് ചെയ്യാൻ ഞാൻ ആഗ്രഹിച്ചു. പേപ്പർ വെള്ള വായിക്കാൻ ഒരു മികച്ച ഉപകരണമാണ്. ബാക്ക്‌ലൈറ്റും മെച്ചപ്പെട്ട സ്‌ക്രീൻ റെസല്യൂഷനും വലിയ മാറ്റമുണ്ടാക്കുന്നു. ആമസോൺ ചേർക്കാൻ ഞാൻ ആഗ്രഹിക്കുന്ന കുറച്ച് സോഫ്‌റ്റ്‌വെയർ ഫീച്ചറുകൾ ഉണ്ട്, എന്നാൽ കിൻഡിൽ ഉപയോഗിക്കുന്നതിൽ നിന്ന് എന്നെ തടയുന്ന ഒന്നുമില്ല. നിങ്ങൾ ആദ്യമായി കിൻഡിൽ അപ്‌ഗ്രേഡുചെയ്യുന്നതിനെക്കുറിച്ചോ ചാടുന്നതിനെക്കുറിച്ചോ ചിന്തിക്കുന്നുണ്ടെങ്കിൽ, വെള്ള പേപ്പർ ഞാൻ വളരെ ശുപാർശചെയ്യും.","I wanted to upgrade from a 3rd gen Kindle keyboard to one with backlight. Paperwhite is a great device for reading. The backlight and better resolution make a big difference. Some software features could be added, but overall highly recommend."
801,"awesome little tablet ആണ്. kids love ചെയ്യുന്നു, എല്ലായ്പ്പോഴും use ചെയ്യുന്നു",Awesome little tablet. Kids love it and they use it all the time.,"അതിശയകരമായ ചെറിയ ടാബ്‌ലെറ്റ്. കുട്ടികൾ ഇത് ഇഷ്ടപ്പെടുന്നു, അവർ ഇത് എല്ലായ്പ്പോഴും ഉപയോഗിക്കുന്നു.",It is an awesome little tablet. Kids love it and use it all the time.
802,morning മുതൽ night വരെ whole family Alexa use ചെയ്യുന്നു,Alexa is utilized by the whole family from morning to night.,രാവിലെ മുതൽ രാത്രി വരെ കുടുംബം മുഴുവൻ അലക്‌സ ഉപയോഗിക്കുന്നു.,The whole family uses Alexa from morning to night.
803,ഇത് a great device ആണ് super fast streaming without overheating,"It is a great decent device to have around, super fast streaming without getting over heated.",ചുറ്റുപാടും ചൂടാകാതെ സൂപ്പർ ഫാസ്റ്റ് സ്ട്രീമിംഗ് ഉള്ള മികച്ച മാന്യമായ ഉപകരണമാണിത്.,This is a great device with super fast streaming without overheating.
804,"Amazon account setup easy ആയിരുന്നു, minutes ൽ use തുടങ്ങി, travel books reading ന് great ആണ്.",It was easy to set up my Amazon account and I was using within minutes. Great for travel and being able to read any of my books.,"എന്റെ ആമസോൺ അക്കൗണ്ട് സജ്ജീകരിക്കുന്നത് എളുപ്പമായിരുന്നു, മിനിറ്റുകൾക്കുള്ളിൽ ഞാൻ ഉപയോഗിച്ചു. യാത്രയ്‌ക്കും എന്റെ ഏതെങ്കിലും പുസ്‌തകങ്ങൾ വായിക്കാൻ കഴിയുന്നതും മികച്ചതാണ്.",Amazon account setup was easy and I started using it within minutes. It is great for reading books while traveling.
805,"Alexa ഇല്ലാതെ എങ്ങനെ manage ചെയ്തു എന്ന് അറിയില്ല, family മുഴുവൻ enjoy ചെയ്യുന്നു",Don't know how I managed without Alexa. Everyone in the family is enjoying her.,അലക്‌സ ഇല്ലാതെ ഞാൻ എങ്ങനെ കൈകാര്യം ചെയ്തുവെന്ന് അറിയില്ല. കുടുംബത്തിലെ എല്ലാവരും അവളെ ആസ്വദിക്കുന്നു.,I do not know how I managed without Alexa. The whole family enjoys it.
806,"Fire TV nexus player പോലെ ആണ്, പക്ഷേ ഇത് more expensive ആണ്",Fire TV was just about equal to the nexus player. and it it more expensive,ഫയർ ടിവി നെക്‌സസ് പ്ലെയറിന് ഏകദേശം തുല്യമായിരുന്നു. അത് കൂടുതൽ ചെലവേറിയതാണ്,"Fire TV is like the Nexus player, but it is more expensive."
807,"product ൽ very happy ആണ്, easy to set up, eyes ന് easy ആണ്, road ൽ great option ആണ്.",Very happy with the product. Very simple to set up. Easy on eyes. Great option when you are on the road.,ഉൽപ്പന്നത്തിൽ വളരെ സന്തോഷമുണ്ട്. സജ്ജീകരിക്കാൻ വളരെ ലളിതമാണ്. കണ്ണുകൾക്ക് എളുപ്പമാണ്. നിങ്ങൾ റോഡിലായിരിക്കുമ്പോൾ മികച്ച ഓപ്ഷൻ.,"Very happy with the product. Easy to set up, easy on the eyes, and a great option on the road."
808,"new version 300ppi ഉണ്ട്, voyage പോലെ same ആണ്, page press വേണ്ടി extra $80 നൽകേണ്ട ആവശ്യമില്ല.","The new version has 300ppi, which is the same as the voyage. There is no reason to pay for extra $80 just for the page press.","പുതിയ പതിപ്പിന് 300ppi ഉണ്ട്, അത് യാത്രയ്ക്ക് സമാനമാണ്. പേജ് അമർത്തുന്നതിന് മാത്രം $80 അധികമായി നൽകേണ്ട കാര്യമില്ല.","The new version has 300 ppi, same as Voyage. No need to pay an extra $80 for page press."
809,"ഞാൻ ഇതുവരെ ഈ e reader love ചെയ്യുന്നു. ഇതുവരെ outside use ചെയ്തിട്ടില്ല, പക്ഷേ lighting വളരെ good ആണ്. next week vacation ലേക്ക് കൊണ്ടുപോകുന്നു, long flights, waits നായി ഇത് lifesaver ആയിരിക്കും. headphone jack, audio option ഉണ്ടായിരുന്നെങ്കിൽ നന്നായിരുന്നു","I'm so far loving this e-reader. Haven't used it outside yet, but the lighting seems really good. I'm taking it on vacation next week, it will be my lifesaver for long flights and waits. (I only wish it had a headphone jack and audio option)","ഞാൻ ഇതുവരെ ഈ ഇ-റീഡറിനെ സ്നേഹിക്കുന്നു. ഇതുവരെ ഇത് പുറത്ത് ഉപയോഗിച്ചിട്ടില്ല, പക്ഷേ ലൈറ്റിംഗ് വളരെ മികച്ചതായി തോന്നുന്നു. അടുത്ത ആഴ്‌ച ഞാൻ ഇത് അവധിക്ക് എടുക്കുകയാണ്, ദൈർഘ്യമേറിയ ഫ്ലൈറ്റുകൾക്കും കാത്തിരിപ്പുകൾക്കും ഇത് എന്റെ ലൈഫ് സേവർ ആയിരിക്കും. (ഇതൊരു ഹെഡ്‌ഫോൺ ജാക്കും ഓഡിയോ ഓപ്ഷനും ഉണ്ടായിരുന്നെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു)","I love this e-reader so far. I have not used it outside yet, but the lighting is very good. I am taking it on vacation next week and it will be a lifesaver for long flights and waits. It would have been nice to have a headphone jack and audio option."
810,"എന്റെ 2 year old nephew ന് ഇത് വാങ്ങി, അവൻ ഇത് love ചെയ്യുന്നു, ഇത് pretty quick ആണ്. downside Amazon $15 charge ചെയ്യും lock screen ads remove ചെയ്യാൻ. അതിന് പുറമെ device perfect ആണ് games play ചെയ്യാനും movies കാണാനും.",I got this for my 2 year old nephew he loves it and it is pretty quick the one down side is that Amazon charges you $15 if you want to remove the adds that are in the lock screen but besides that the device is perfect for him to play games and watch movies,"എന്റെ 2 വയസ്സുള്ള മരുമകനുവേണ്ടി എനിക്ക് ഇത് ലഭിച്ചു, അവൻ ഇത് ഇഷ്ടപ്പെടുന്നു, ഇത് വളരെ പെട്ടെന്നുള്ളതാണ്, ലോക്ക് സ്‌ക്രീനിലുള്ള ആഡുകൾ നീക്കംചെയ്യാൻ നിങ്ങൾ ആഗ്രഹിക്കുന്നുവെങ്കിൽ ആമസോൺ നിങ്ങളിൽ നിന്ന് $15 ഈടാക്കുന്നു, എന്നാൽ അതിനുപുറമെ ഉപകരണം അവന് അനുയോജ്യമാണ്. ഗെയിമുകൾ കളിക്കുക, സിനിമകൾ കാണുക","Bought this for my 2-year-old nephew. He loves it and it is pretty quick. The downside is Amazon charges $15 to remove lock screen ads. Other than that, the device is perfect for playing games and watching movies."
811,"ഈ product decent price ന് very good ആണ്. lightning fast അല്ല, പക്ഷേ everyday use നായി ok ആണ്",It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,"ഇത് യഥാർത്ഥത്തിൽ മാന്യമായ വിലയ്ക്ക് വളരെ നല്ല ഉൽപ്പന്നമാണ്. മിന്നൽ വേഗത്തിലല്ല, പക്ഷേ ദൈനംദിന ഉപയോഗത്തിന് ഇത് ശരിയാണ്.","This product is very good for a decent price. It is not lightning fast, but okay for everyday use."
812,"mainly streaming music നു use ചെയ്യുന്നു, totally worth it.",I mainly use it for streaming music but it's totally worth it.,"ഞാൻ ഇത് പ്രധാനമായും സ്ട്രീമിംഗ് സംഗീതത്തിനാണ് ഉപയോഗിക്കുന്നത്, പക്ഷേ ഇത് പൂർണ്ണമായും വിലമതിക്കുന്നു.",I mainly use it for streaming music and it is totally worth it.
813,ഇത് നിങ്ങളുടെ own library ഉള്ള tablet പോലെ ആണ്.,It's like having a tablet with your own library right at your disposal,നിങ്ങളുടെ കൈവശം സ്വന്തം ലൈബ്രറി ഉള്ള ഒരു ടാബ്‌ലെറ്റ് ഉള്ളതുപോലെയാണിത്,It is like a tablet with your own library.
814,"Amazon items lookup ചെയ്യാൻ laptop start ചെയ്യേണ്ടതില്ല, works great",Works great without having to startup your laptop to look up items on Amazon.,ആമസോണിൽ ഇനങ്ങൾ തിരയാൻ നിങ്ങളുടെ ലാപ്‌ടോപ്പ് ആരംഭിക്കാതെ തന്നെ മികച്ച രീതിയിൽ പ്രവർത്തിക്കുന്നു.,No need to start a laptop to look up Amazon items. It works great.
815,"they both love ചെയ്യുന്നു, play read എല്ലാം ചെയ്യുന്നു.","They both love it! And, play or read all they can.","അവർ രണ്ടുപേരും അത് ഇഷ്ടപ്പെടുന്നു! ഒപ്പം, അവർക്ക് കഴിയുന്നതെല്ലാം കളിക്കുകയോ വായിക്കുകയോ ചെയ്യുക.",They both love it and use it to play and read.
816,great product ആണ് easy to set up worked instantly,Is Great product. Easy to set up. Worked instantly.,മികച്ച ഉൽപ്പന്നമാണ്. സജ്ജീകരിക്കാൻ എളുപ്പമാണ്. തൽക്ഷണം പ്രവർത്തിച്ചു.,"It is a great product, easy to set up, and worked instantly."
817,"എന്റെ 9 year old grandson നു വാങ്ങി, Christmas ന് tablet ആവശ്യപ്പെട്ടു.",I bought this for my 9 year old grandson. He asked for a tablet for Christmas.,എന്റെ 9 വയസ്സുള്ള കൊച്ചുമകനു വേണ്ടിയാണ് ഞാൻ ഇത് വാങ്ങിയത്. ക്രിസ്മസിന് ഒരു ടാബ്ലറ്റ് ആവശ്യപ്പെട്ടു.,Bought it for my 9-year-old grandson who asked for a tablet for Christmas.
818,"additional money worth ആണോ എന്ന് അറിയില്ല. aux output ഇല്ല. bathroom ൽ full size speaker ഉണ്ട്, sound system ൽ dot ഉപയോഗിക്കുന്നു.",But I don't know if it is worth the additional money. And it does not allow for aux output. I have the full size in my bathroom were I do not have other speakers. I use the dot with my sound system.,എന്നാൽ അധിക തുകയുടെ മൂല്യമുണ്ടോ എന്ന് എനിക്കറിയില്ല. കൂടാതെ ഇത് ഓക്സ് ഔട്ട്പുട്ട് അനുവദിക്കുന്നില്ല. എനിക്ക് മറ്റ് സ്പീക്കറുകൾ ഇല്ലെങ്കിൽ എന്റെ കുളിമുറിയിൽ പൂർണ്ണ വലുപ്പമുണ്ട്. ഞാൻ എന്റെ ശബ്ദ സംവിധാനത്തിൽ ഡോട്ട് ഉപയോഗിക്കുന്നു.,I do not know if the additional money is worth it. There is no aux output. I have a full-size speaker in the bathroom and use the dot with the sound system.
819,setup ചെയ്യാനും use ചെയ്യാനും very easy ആണ്. especially music play ചെയ്യുന്നത് like ആണ്.,Very easy to setup and use. Especially like having music played.,സജ്ജീകരിക്കാനും ഉപയോഗിക്കാനും വളരെ എളുപ്പമാണ്. പ്രത്യേകിച്ച് സംഗീതം പ്ലേ ചെയ്യുന്നത് പോലെ.,It is very easy to set up and use. I especially like playing music.
820,"tablet ഇഷ്ടമാണ്. 5 year old nephew വേണ്ടി വാങ്ങി, daily use easy ആണ്, educational games ഉണ്ട്, charge hold ചെയ്യുന്നു.",I like the tablet. We got it for my nephew who is 5. He can easily use it daily. He has a lot of educational games downloaded and it stays charged for awhile.,"എനിക്ക് ടാബ്‌ലെറ്റ് ഇഷ്ടമാണ്. 5 വയസ്സുള്ള എന്റെ മരുമകനുവേണ്ടി ഞങ്ങൾക്ക് ഇത് ലഭിച്ചു. അയാൾക്ക് ഇത് ദിവസവും എളുപ്പത്തിൽ ഉപയോഗിക്കാം. അദ്ദേഹത്തിന് ധാരാളം വിദ്യാഭ്യാസ ഗെയിമുകൾ ഡൗൺലോഡ് ചെയ്തിട്ടുണ്ട്, അത് കുറച്ച് സമയത്തേക്ക് ചാർജായി തുടരും.","I like the tablet. Bought it for my 5-year-old nephew. It is easy to use daily, has educational games, and holds charge."
821,nephew ന് വാങ്ങി he loves it every weekend നന്ദി പറയുന്നു,"I bought it for my nephew and he loves it, he thinks me for every weekend he comes over with it !","ഞാൻ ഇത് എന്റെ മരുമകനുവേണ്ടി വാങ്ങി, അവൻ അത് ഇഷ്ടപ്പെടുന്നു, ഓരോ വാരാന്ത്യത്തിലും അവൻ എന്നെ കരുതുന്നു!",Bought it for my nephew. He loves it and thanks me every weekend.
822,"inexpensive tablet ആണ്, basics very well ചെയ്യുന്നു.",for an inexpensive tablet it works great. does the basics very well.,വിലകുറഞ്ഞ ടാബ്‌ലെറ്റിനായി ഇത് നന്നായി പ്രവർത്തിക്കുന്നു. അടിസ്ഥാനകാര്യങ്ങൾ നന്നായി ചെയ്യുന്നു.,It is an inexpensive tablet that does the basics very well.
823,"Updated features great ആണ്, easy to use. Geek Squad advice പ്രകാരം upgrade ചെയ്തു. Cord cutting ആഗ്രഹിക്കുന്നവർക്ക് highly recommend",Updated features are great and easy to use. Upgraded on the advice of Geek Squad when they came out to install a new TV. I highly recommend for those looking to cut the cord!,അപ്‌ഡേറ്റ് ചെയ്‌ത സവിശേഷതകൾ മികച്ചതും ഉപയോഗിക്കാൻ എളുപ്പവുമാണ്. ഒരു പുതിയ ടിവി ഇൻസ്റ്റാൾ ചെയ്യാൻ പുറത്തിറങ്ങിയപ്പോൾ ഗീക്ക് സ്ക്വാഡിന്റെ ഉപദേശപ്രകാരം നവീകരിച്ചു. ചരട് മുറിക്കാൻ ആഗ്രഹിക്കുന്നവർക്ക് ഞാൻ വളരെ ശുപാർശ ചെയ്യുന്നു!,Updated features are great and it is easy to use. Upgraded based on Geek Squad advice. Highly recommend for those who want to cut the cord.
824,"ഇത് എന്റെ viewing expand ചെയ്തു, ഞാൻ മറന്ന movies കാണാൻ അനുവദിച്ചു.",This has expanded my viewing and allowed me to see movies that I had forgotten.,ഇത് എന്റെ കാഴ്‌ചയെ വിപുലപ്പെടുത്തുകയും ഞാൻ മറന്നുപോയ സിനിമകൾ കാണാൻ എന്നെ അനുവദിക്കുകയും ചെയ്‌തു.,It expanded my viewing and allowed me to watch movies I had forgotten.
825,"Kindle value great ആണ്, job done ആണ്, 4 year old studies games ന് perfect ആണ്.",Can't complain about the value of this kindle for a great price. Gets the job done and is perfect for my 4 year olds studies and games.,"വലിയ വിലയ്ക്ക് ഈ കിൻഡലിന്റെ മൂല്യത്തെക്കുറിച്ച് പരാതിപ്പെടാൻ കഴിയില്ല. ജോലി പൂർത്തിയാക്കി, എന്റെ 4 വർഷത്തെ പഠനത്തിനും ഗെയിമുകൾക്കും അനുയോജ്യമാണ്.",Kindle is great value and gets the job done. Perfect for a 4-year-old for studies and games.
826,"fiancee heavy reader ആയതിനാൽ വാങ്ങി, easy convenient portable ആണ്, $40 ന് best buy ആണ്.","The fianc wanted one because she's a heavy reader and it's easy, convenient and portable. Was a only 40$, probably the best money I spent too make her happier.","പ്രതിശ്രുതവധുവിന് ഒരെണ്ണം വേണം, കാരണം അവൾ ഒരു വലിയ വായനക്കാരിയാണ്, അത് എളുപ്പവും സൗകര്യപ്രദവും പോർട്ടബിൾ ആയതുമാണ്. 40 ഡോളർ മാത്രമായിരുന്നു, ഒരുപക്ഷേ ഞാൻ ചെലവഴിച്ച ഏറ്റവും നല്ല പണം അവളെ സന്തോഷിപ്പിക്കുന്നു.","Bought it because my fiancée is a heavy reader. It is easy, convenient, and portable. Best buy for $40."
827,"ഞാൻ cheap price ന് great table വാങ്ങി, ഇത് എന്റെ മകന് gift ആണ്, എന്റെ മകൻ happy ആണ്.",Great table I pay cheap price is gift for my son my son is happy,ഞാൻ വിലകുറഞ്ഞ വില നൽകുന്ന മികച്ച മേശ എന്റെ മകന് എന്റെ മകൻ സന്തോഷവാനാണ്,I bought a great tablet at a cheap price. It is a gift for my son and he is happy.
